"","Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection","subject_id","mystery_id"
"387","SRX3105351","MSMAPC59 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440808",NA,730.03,1,11207458,2005220427,"MSMAPC7T_MGX","WGS","METAGENOMIC","RANDOM","M2083","MSMAPC59"
"388","SRX3105349","HSMA33R5 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440807",NA,952.91,1,15278644,2815266305,"HSMA33QO_MGX","WGS","METAGENOMIC","RANDOM","H4043","HSMA33R5"
"389","SRX3105343","MSMAPC5Z stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440801",NA,554.3,1,8398600,1503364721,"MSMAPC6A_MGX","WGS","METAGENOMIC","RANDOM","M2103","MSMAPC5Z"
"390","SRX3105337","HSMA33S4 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440795",NA,871.66,1,13133154,2415065521,"HSMA33R1_MGX","WGS","METAGENOMIC","RANDOM","H4043","HSMA33S4"
"391","SRX3105336","MSMB4LXS stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440794",NA,602.65,1,9016658,1647311229,"HSMA33S4_MGX","WGS","METAGENOMIC","RANDOM","M2097","MSMB4LXS"
"392","SRX3105334","HSMA33R1 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440792",NA,1118.25,1,17021353,3204271591,"CSM9X22G_MGX","WGS","METAGENOMIC","RANDOM","H4043","HSMA33R1"
"393","SRX3105322","CSM7KOKR stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440779",NA,509.6,1,7518876,1403002672,"HSM7CZ22_MGX","WGS","METAGENOMIC","RANDOM","C3028","CSM7KOKR"
"394","SRX3105316","HSMA33IE stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440773",NA,727.82,1,11283136,2111564631,"PSM7J154_MGX","WGS","METAGENOMIC","RANDOM","H4043","HSMA33IE"
"395","SRX3105314","MSM9VZNX stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440772",NA,429.39,1,6676176,1172003226,"MSM9VZOK_MGX","WGS","METAGENOMIC","RANDOM","M2083","MSM9VZNX"
"396","SRX3105295","CSM79HHO stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440754",NA,923.38,1,14279688,2631863702,"CSM67UAS_MGX","WGS","METAGENOMIC","RANDOM","C3021","CSM79HHO"
"397","SRX3105291","PSMA26A3 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440749",NA,703.77,1,11039882,2065879493,"HSMA33Q6_MGX","WGS","METAGENOMIC","RANDOM","P6038","PSMA26A3"
"398","SRX3105287","MSMAPC5L stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440745",NA,1031.16,1,15686036,2821020517,"MSMAPC6K_MGX","WGS","METAGENOMIC","RANDOM","M2097","MSMAPC5L"
"399","SRX3105285","PSMA269O stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440743",NA,652.92,1,9972398,1784459533,"MSMAPC59_MGX","WGS","METAGENOMIC","RANDOM","P6037","PSMA269O"
"400","SRX3105284","MSMAPC6K stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440744",NA,1240.98,1,19874756,3644089584,"PSMA269O_MGX","WGS","METAGENOMIC","RANDOM","M2084","MSMAPC6K"
"401","SRX3105279","PSMA266M stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440737",NA,835.63,1,12982025,2420066613,"PSMA265T_MGX","WGS","METAGENOMIC","RANDOM","P6037","PSMA266M"
"402","SRX3105278","HSMA33KU stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440734",NA,1012.01,1,15995026,2972941109,"PSMA266M_MGX","WGS","METAGENOMIC","RANDOM","H4039","HSMA33KU"
"403","SRX3105276","MSM9VZHF stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440735",NA,504.03,1,8058439,1482620105,"PSMA265B_MGX","WGS","METAGENOMIC","RANDOM","M2061","MSM9VZHF"
"404","SRX3105274","MSM9VZIQ stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440731",NA,411.11,1,6406039,1181827355,"HSMA33MA_MGX","WGS","METAGENOMIC","RANDOM","M2083","MSM9VZIQ"
"405","SRX3105273","PSMA266Y stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440733",NA,951.29,1,14363601,2601998707,"MSM9VZIQ_MGX","WGS","METAGENOMIC","RANDOM","P6038","PSMA266Y"
"406","SRX3105268","CSM79HKX stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440727",NA,683.51,1,10066397,1860186129,"CSM79HJY_MGX","WGS","METAGENOMIC","RANDOM","C3028","CSM79HKX"
"407","SRX3105254","MSM9VZL5 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440714",NA,963.28,1,14309924,2623896483,"MSM9VZL9_MGX","WGS","METAGENOMIC","RANDOM","M2097","MSM9VZL5"
"408","SRX3105251","PSMA264S stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440709",NA,371.11,1,5869387,1094773613,"PSMA265N_MGX","WGS","METAGENOMIC","RANDOM","P6035","PSMA264S"
"409","SRX3105246","HSMA33IK stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440706",NA,1137.61,1,18002527,3333728391,"HSMA33J3_MGX","WGS","METAGENOMIC","RANDOM","H4043","HSMA33IK"
"410","SRX3105224","PSMA2675 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440682",NA,502.37,1,7554970,1357406850,"MSM9VZHT_MGX","WGS","METAGENOMIC","RANDOM","P6038","PSMA2675"
"411","SRX3105223","HSMA33PL stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440684",NA,635.79,1,9983509,1864409985,"PSMA2675_MGX","WGS","METAGENOMIC","RANDOM","H4039","HSMA33PL"
"412","SRX3105221","HSMA33L1 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440679",NA,69.44,1,1091349,198275948,"HSMA33MG_MGX","WGS","METAGENOMIC","RANDOM","H4039","HSMA33L1"
"413","SRX3105220","MSMA26DI stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440678",NA,428.99,1,6737198,1240218761,"PSMA266Q_MGX","WGS","METAGENOMIC","RANDOM","M2097","MSMA26DI"
"414","SRX3105219","MSMA26DO stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440677",NA,827.18,1,12892252,2405593594,"MSMA26DI_MGX","WGS","METAGENOMIC","RANDOM","M2097","MSMA26DO"
"415","SRX3105216","MSM9VZIU stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440674",NA,637.12,1,10097380,1854499787,"HSMA33L1_MGX","WGS","METAGENOMIC","RANDOM","M2083","MSM9VZIU"
"416","SRX3105210","MSM9VZMU stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440667",NA,556.78,1,8948827,1626424509,"PSM7J15Q_MGX","WGS","METAGENOMIC","RANDOM","M2084","MSM9VZMU"
"417","SRX3105208","HSMA33NO stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440666",NA,538.43,1,8032813,1455575807,"MSM9VZOY_MGX","WGS","METAGENOMIC","RANDOM","H4039","HSMA33NO"
"418","SRX3105205","MSM9VZLJ stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440662",NA,892,1,13994526,2589222858,"HSMA33NO_MGX","WGS","METAGENOMIC","RANDOM","M2061","MSM9VZLJ"
"419","SRX3105193","PSMA264W stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440652",NA,9.08,1,129901,23913357,"HSMA33IO_MGX","WGS","METAGENOMIC","RANDOM","P6035","PSMA264W"
"420","SRX3105184","CSM79HL4 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440641",NA,433.59,1,6810925,1244497796,"MSM79H67_MGX","WGS","METAGENOMIC","RANDOM","C3028","CSM79HL4"
"421","SRX3105159","PSMB4MBS stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440617",NA,752.11,1,11218266,2033977699,"MSMAPC5D_MGX","WGS","METAGENOMIC","RANDOM","P6037","PSMB4MBS"
"422","SRX3105158","MSMAPC5D stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440616",NA,406.91,1,6685638,1188635982,"MSMB4LXW_MGX","WGS","METAGENOMIC","RANDOM","M2083","MSMAPC5D"
"423","SRX3105156","PSMB4MC7 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440614",NA,743.16,1,11589691,2164029455,"PSMB4MBS_MGX","WGS","METAGENOMIC","RANDOM","P6035","PSMB4MC7"
"424","SRX3105155","MSMAPC64 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440613",NA,542.07,1,8624488,1575518734,"PSMB4MBK_MGX","WGS","METAGENOMIC","RANDOM","M2103","MSMAPC64"
"425","SRX3105154","PSMB4MBK stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440612",NA,1139.2,1,17089704,3095114279,"MSMB4LXY_MGX","WGS","METAGENOMIC","RANDOM","P6035","PSMB4MBK"
"426","SRX3105153","MSMB4LXW stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440608",NA,796.25,1,12661004,2337257630,"HSMA33RT_MGX","WGS","METAGENOMIC","RANDOM","M2097","MSMB4LXW"
"427","SRX3105151","MSMB4LZX stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440609",NA,712.52,1,10514584,1941345105,"MSMB4LZ4_MGX","WGS","METAGENOMIC","RANDOM","M2084","MSMB4LZX"
"428","SRX3105148","CSM7KOKT stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440606",NA,905.84,1,13792521,2505554987,"PSM6XBUM_MGX","WGS","METAGENOMIC","RANDOM","C3028","CSM7KOKT"
"429","SRX3105146","CSM79HL6 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440604",NA,305.49,1,3343262,638366911,"PSM7J19Z_MGX","WGS","METAGENOMIC","RANDOM","C3028","CSM79HL6"
"430","SRX3105121","CSM79HHU stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440579",NA,942.86,1,14188261,2679057527,"MSM6J2MF_MGX","WGS","METAGENOMIC","RANDOM","C3021","CSM79HHU"
"431","SRX3105099","CSM79HN2 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440557",NA,1513.08,1,23305196,4375797865,"CSM79HKZ_MGX","WGS","METAGENOMIC","RANDOM","C3021","CSM79HN2"
"432","SRX3105092","CSM79HKZ stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440550",NA,788.45,1,12022404,2157232566,"PSM6XBSK_MGX","WGS","METAGENOMIC","RANDOM","C3028","CSM79HKZ"
"433","SRX3105084","MSMB4LZK stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440542",NA,772.69,1,11707518,2106776239,"MSMB4LYB_MGX","WGS","METAGENOMIC","RANDOM","M2097","MSMB4LZK"
"434","SRX3105082","MSMB4LYH stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440540",NA,815.61,1,13138887,2388814857,"HSMA33SK_MGX","WGS","METAGENOMIC","RANDOM","M2103","MSMB4LYH"
"435","SRX3105081","PSMB4MC5 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440539",NA,600.8,1,9890664,1768222480,"MSMB4LYH_MGX","WGS","METAGENOMIC","RANDOM","P6038","PSMB4MC5"
"436","SRX3105077","MSMB4LZR stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440535",NA,501.4,1,7753130,1374484392,"MSMB4LZC_MGX","WGS","METAGENOMIC","RANDOM","M2083","MSMB4LZR"
"437","SRX3105073","PSMA267P stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440531",NA,717.3,1,11202500,2076052476,"HSMA33LJ_MGX","WGS","METAGENOMIC","RANDOM","P6035","PSMA267P"
"438","SRX3105066","PSMA269G stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440525",NA,490.88,1,7780126,1443147536,"PSMA269S_MGX","WGS","METAGENOMIC","RANDOM","P6037","PSMA269G"
"439","SRX3105065","PSMA269S stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440523",NA,999.85,1,14992107,2743786973,"MSM9VZI6_MGX","WGS","METAGENOMIC","RANDOM","P6038","PSMA269S"
"440","SRX3105054","PSM7J4EF stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440512",NA,787.45,1,12621492,2304541666,"HSMA33OD_MGX","WGS","METAGENOMIC","RANDOM","P6037","PSM7J4EF"
"441","SRX3105053","PSMA265X stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440511",NA,1428.9,1,20950066,3891199550,"MSM9VZMI_MGX","WGS","METAGENOMIC","RANDOM","P6038","PSMA265X"
"442","SRX3105051","MSM9VZL9 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440508",NA,860.02,1,13298078,2460106872,"HSMA33OV_MGX","WGS","METAGENOMIC","RANDOM","M2084","MSM9VZL9"
"443","SRX3105027","HSMA33QY stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440484",NA,1320.68,1,21010249,3911872993,"PSMA267P_MGX","WGS","METAGENOMIC","RANDOM","H4043","HSMA33QY"
"444","SRX3105025","PSMA267R stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440483",NA,1063.17,1,16776609,3069123403,"HSMA33PZ_MGX","WGS","METAGENOMIC","RANDOM","P6035","PSMA267R"
"445","SRX3105018","PSMA269W stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440475",NA,450.61,1,7051282,1316954800,"MSM5LLDK_MGX","WGS","METAGENOMIC","RANDOM","P6038","PSMA269W"
"446","SRX3105005","CSM79HN6 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2440463",NA,425.35,1,6640013,1192409168,"MSM79HF3_MGX","WGS","METAGENOMIC","RANDOM","C3021","CSM79HN6"
"447","SRX3096189","MSM79H5K stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433175",NA,859.83,1,13776331,2521929331,"MSM79H5K_MGX","WGS","METAGENOMIC","RANDOM","M2061","MSM79H5K"
"448","SRX3096124","MSM9VZMM stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433107",NA,1464.97,1,21739818,4043515285,"MSM9VZMM_MGX","WGS","METAGENOMIC","RANDOM","M2084","MSM9VZMM"
"449","SRX3096058","HSM7J4JH stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433041",NA,343.86,1,5429621,989170044,"HSM7J4JH_MGX","WGS","METAGENOMIC","RANDOM","H4039","HSM7J4JH"
"450","SRX3096032","MSM79H5G stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433014",NA,727.63,1,11535980,2136464627,"MSM79H5G_MGX","WGS","METAGENOMIC","RANDOM","M2061","MSM79H5G"
"451","SRX3095993","MSM79H9M stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2432974",NA,838.78,1,13350045,2475315878,"MSM79H9M_MGX","WGS","METAGENOMIC","RANDOM","M2061","MSM79H9M"
"452","SRX3095955","MSM79H9Q stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2432937",NA,662.54,1,10685778,1962424544,"MSM79H9Q_MGX","WGS","METAGENOMIC","RANDOM","M2061","MSM79H9Q"
"453","SRX3095922","HSM7J4JJ stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2432904",NA,844.18,1,13354552,2440705626,"HSM7J4JJ_MGX","WGS","METAGENOMIC","RANDOM","H4039","HSM7J4JJ"
"454","SRX3095919","MSM79H9W stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2432901",NA,846.32,1,13394088,2475234588,"MSM79H9W_MGX","WGS","METAGENOMIC","RANDOM","M2061","MSM79H9W"
"455","SRX3095911","MSM9VZGO stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2432893",NA,709.98,1,11530074,2116260126,"MSM9VZGO_MGX","WGS","METAGENOMIC","RANDOM","M2061","MSM9VZGO"
"456","SRX3095910","HSM7J4JN stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2432890",NA,375.71,1,5823377,1084698271,"HSM7J4JN_MGX","WGS","METAGENOMIC","RANDOM","H4039","HSM7J4JN"
"457","SRX3095885","MSM79H5E stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2432867",NA,660.4,1,10532910,1945093294,"MSM79H5E_MGX","WGS","METAGENOMIC","RANDOM","M2061","MSM79H5E"
"458","SRX3095883","HSM7J4LP stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2432865",NA,13.03,1,201473,36745424,"HSM7J4LP_MGX","WGS","METAGENOMIC","RANDOM","H4039","HSM7J4LP"
"459","SRX3095848","MSM9VZMO stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2432830",NA,716.19,1,10554303,1946564732,"MSM9VZMO_MGX","WGS","METAGENOMIC","RANDOM","M2084","MSM9VZMO"
